name,price,description,link_image
Đồ Chơi Cho Chó Gặm Hình Xương Cá Diil HS039,30.000₫,"Đồ chơi cho chó gặm hình xương cá Diil HS039 là đồ chơi sắc màu vui nhộn được làm bằng chất liệu cao su thiên nhiên cao cấp, ko có chất độc hại, an toàn với người và vật nuôi..
+ Đồ chơi cho chó gặm hình xương cá Diil HS039 giúp cho thú cưng không còn nhai hoặc cắn các vật dụng trong nhà. 
Sản phẩm còn giúp răng miệng các bé chắc khoẻ, thiết kế dạng hình xương cá có những khe hở giúp làm sạch răng khi gặm
Sản phẩm có chiều dài 12 đến 12.5cm
Trọng lượng 100g
 ",https://bizweb.dktcdn.net/100/229/172/products/do-choi-xuong-ca-diil-1.jpg?v=1560069090760
Đồ Chơi Quả Tạ Gai Có Chuông,30.000₫,"Đồ chơi cho chó hình quả tạ gai có chuông là loại đồ chơi hình xương có gai, chắc chắn giúp thú cưng dễ vui chơi, vờn nghịch mà ko sợ trơn tuột mất..
+ Đồ chơi cho chó hình quả tạ gai có chuông làm từ chất liệu an toàn, màu sắc thu hút, giúp thú cưng hăng say chơi chúng, tạo sự vận động khỏe mạnh và nhanh nhẹn
+ Kiểu dáng và màu sắc đẹp, hấp dẫn thú cưng nhà bạn, chất liệu bền, chắc chắn
Chất liệu: Cao su
Sản phẩm có chiều dài 14cm, độ dày là 4.5cm
Lưu ý: Quý khách vui lòng ghi chú màu sắc mong muốn. Chúng tôi sẽ gửi màu ngẫu nhiên nếu như đơn hàng không có ghi chú hoặc màu sắc quý khách muốn",https://bizweb.dktcdn.net/100/229/172/products/qua-ta-gai-co-chuong-2.jpg?v=1589642008133
Đồ Chơi Dây Thừng Cho Chó,10.000₫ 25.000₫,"THÔNG TIN CHI TIẾT
 Thương hiệu  Kún Miu
 Chất liệu  Vải sợi chỉ to
 HDSD  Đồ chơi cho chó
 Kích thước  15cm và 25cm
 Quy cách   1 đồ chơi dây thừng
MÔ TẢ SẢN PHẨM
Đồ chơi dây thừng cho chó là sản phẩm được làm từ dây thừng chắc chắn với nhiều màu sắc sặc sỡ, thu hút mọi sự chú ý của cún..
Chắc hẳn bạn rất đau đầu vì thói quen cắn phá đồ của cún nhà mình. Bạn mệt mỏi vì hằng ngày phải nhìn thấy giày dép của mình bị cún cắn nát hay đồ đạc bị chúng phá hỏng. Đồ chơi dây thừng cho chó sẽ giúp bạn giải quyết chuyện này.
Đồ chơi dây thừng cho chó vừa giúp bạn khỏi đau đầu, vừa giúp cho cún được xả stress. Đồ chơi giúp kích thích khả năng vận động và giải trí cho chó. Bạn cũng có thể dành thời gian để chơi đùa cùng chúng bằng cách ném Đồ chơi dây thừng cho chó và để chúng nhặt lại. Từ đó cả 2 sẽ có khoảng thời gian vui vẻ với nhau và tạo nên thật nhiều kỉ niệm.
Kích thước: 15cm và 25cm.
 ",https://bizweb.dktcdn.net/100/229/172/products/do-choi-cho-cho-day-thung-25cm.png?v=1598544864393
Bóng Có Lông Catnip Cho Mèo,15.000₫,"Sản phẩm Bóng có lông catnip cho mèo là 1 loại đồ chơi cho mèo có hình cầu được bọc bông và gắn lông rất bắt mắt, sản phẩm có được tẩm catnip để kích thích hưng phấn cho mèo, giúp mèo vận động, vui chơi  hoạt bát hơn và giúp mèo khạc lông khi chúng thường xuyên liếm lông trên cơ thể..
Bóng có lông catnip cho mèo giúp mèo chơi thích thú vì có catnip khiến mèo điên đảo
Còn gì thú vị hơn khi ngắm nhìn chú mèo của bạn vừa chơi đùa vừa hít vừa phê..",https://bizweb.dktcdn.net/100/229/172/products/bong-catnip-2.jpg?v=1551287893703
Kính Thời Trang Cho Chó,55.000₫,"Cũng giống như con người, những người bạn bốn chân của chúng ta cũng có nhu cầu mặc quần áo và bảo vệ cơ thể mỗi khi ra ngoài. Và mắt kính, kính mát là một trong những phụ kiện bảo vệ quan trọng đối với các bé..
Kính thời trang cho chó giúp bảo vệ mắt các bé trước tia cực tím và những tia có hại, khói bụi và mảnh vỡ, ngoài ra, kính mát còn có tác dụng cải thiện tầm nhìn xa. Bên cạnh những lý do trên thì lý do về thời trang cũng góp phần quan trọng không kém.
Được làm bằng chất liệu nhựa dẻo an toàn, không gây hại cho các bé
Kính thời trang cho chó có cấu tạo khớp dẻo, dễ dàng gấp đôi lại
Dây đeo đàn hồi thích hợp với hầu hết các bé 
Mặt kính trong suốt, bền, thời gian sử dụng lâu
 ",https://bizweb.dktcdn.net/100/229/172/products/kinh-cho-cho-1.jpg?v=1558620802817
Đồ Chơi Ống Cào Móng Có Bóng Cho Mèo,70.000₫,"THÔNG TIN CHI TIẾT
 Tên sản phẩm  Đồ chơi ống cào móng có bóng cho mèo
 Chất liệu  Sợi sisal, cói + bóng nhựa
 HDSD  Cho mèo chơi đùa, cào móng
 Trọng lượng  200g
 Kích thước  29*7.5cm
MÔ TẢ SẢN PHẨM
Đồ chơi ống cào móng có bóng cho mèo được làm từ các sợi dây gai dầu sisal chất lượng đem lại cảm giác thích thú cho mèo khi cào móng.
Đồ chơi ống cào móng có bóng cho mèo không những là đồ chơi mà còn là một vật hữu ích giúp chú mèo mài móng rất hiệu quả. Thú cưng sẽ rất thích những quả bóng nhựa di chuyển bên trong mỗi khi chơi đùa. Việc này sẽ điều kiện rèn luyện thể chất cũng như não bộ và bắt chước hành vi tự nhiên của mèo cưng.
Đồ chơi ống cào móng có bóng cho mèo còn niềm vui tiếng cười cho những người xung quanh khi thấy mèo cưng đùa nghịch thật dễ thương và vui vẻ.
Kích thước: 29*7.5cm
#dochoichomeo #ongcaomong #kunmiupetshop
 ",https://bizweb.dktcdn.net/100/229/172/products/do-choi-ong-cao-mong-co-bong-2.jpg?v=1573190079017
Đồ Chơi Cho Mèo Catch The Mouse Motion -Diil HS065,80.000₫,"Đồ chơi cho mèo Catch The Mouse Motion là loại đồ chơi được làm từ chất liệu cao cấp an toàn cho người và vật nuôi..
Cấu tạo của Đồ chơi cho mèo Catch The Mouse Motion bao gồm 1 hình hộp nhựa trụ dẹt, bên trong có gắp 1 chú chuột lông có thể quay quanh trục giữa.
Đồ chơi cho mèo Catch The Mouse Motion giúp mèo vận động, kích thích sự hưng phấn khi chơi đùa, giúp mèo giảm stress.
Sản phẩm có kích thước: 25*7cm
Trọng lượng : 250g",https://bizweb.dktcdn.net/100/229/172/products/do-choi-catch-the-mouse-1.jpg?v=1560009514307
Đồ Chơi Xương Gai Cong Chữ S Cho Chó,30.000₫,"Đồ chơi cho chó hình xương gai chữ S là loại đồ chơi hình xương có gai, chắc chắn giúp thú cưng dễ vui chơi, vờn nghịch mà ko sợ trơn tuột mất..
+ Đồ chơi cho chó cỡ nhỏ Làm từ chất liệu an toàn, màu sắc thu hút, giúp thú cưng hăng say chơi chúng, tạo sự vận động khỏe mạnh và nhanh nhẹn
+ Kiểu dáng và màu sắc đẹp, hấp dẫn thú cưng nhà bạn, chất liệu bền, chắc chắn
Chất liệu: Cao su
Sản phẩm có chiều dài 16 cm, độ dày là 3 cm
Lưu ý: Quý khách vui lòng ghi chú màu sắc mong muốn. Chúng tôi sẽ gửi màu ngẫu nhiên nếu như đơn hàng không có ghi chú hoặc màu sắc quý khách muốn",https://bizweb.dktcdn.net/100/229/172/products/xuong-cong-gai-5.jpg?v=1589642303037
Đồ Chơi Dây Thừng Bóng Cao Su Cho Chó,35.000₫,"*Đồ chơi dây thừng bóng cao su cho chó Kún Miu có ưu điểm:
- Chất liệu cao su tự nhiên, an toàn sức khỏe.
- Bề mặt bóng có độ ma sát, không trơn trượt..
- Thú cưng vừa chơi đùa vừa có thể gặm bóng để làm sạch răng.
- Bóng cao su cho chó mèo có kích cỡ đa dạng, phù hợp với nhiều loại chó mèo.
- Màu sắc bắt mắt gây sự chú ý và thích thú.
- Thường sử dụng làm bóng huấn luyện chó mèo.
  *THÔNG SỐ KỸ THUẬT Đồ chơi dây thừng bóng cao su cho chó :
-Bóng cao su cho chó Size M (5cm), kèm dây
-Bóng cao su cho chó Size L (7cm), kèm dây
-Bóng cao su cho chó Size XL (8.6cm), kèm dây
-Chất liệu Cao su thiên nhiên
-Kích thước bóng 5cm, 6cm, 7cm, 8.6cm
-Kích thước dây 42, 32cm, 37cm
-Khối lượng 94g, 145g, 208g, 370g",https://bizweb.dktcdn.net/100/229/172/products/nen-anh-bong-day.jpg?v=1552327344003
Đồ Chơi Bóng Cói Lông Vũ Cho Mèo,15.000₫,"THÔNG TIN CHI TIẾT
 Thương hiệu  Kún Miu
 Chất liệu  Cói
 Trọng lượng  15g
 Quy cách   1 quả bóng cói lông vũ
MÔ TẢ SẢN PHẨM
Đồ chơi bóng cói lông vũ cho mèo được làm từ các sợi dây gai dầu từ tự nhiên, được đan và gắn lại tạo nên quả bóng cói cho mèo. Ở giữa quả bóng chính là lông vũ siêu mềm thu hút sự chú ý và thích thú của mèo.
Đồ chơi bóng cói lông vũ cho mèo tạo điều kiện rèn luyện thể chất cũng như não bộ khi đuổi bắt và đá bóng. Sản phẩm còn giúp mèo mài móng rất hiệu quả, làm giảm bớt sự sắc nhọn cho vuốt mèo.
Đồ chơi bóng cói lông vũ cho mèo sẽ tạo niềm cho thú cưng và người chủ, bạn sẽ có thật nhiều kỉ niệm khi chơi đùa cùng mèo.
Sản phẩm có trọng lượng 15gr.
#dochoichomeo #bong #kunmiu #kúnmiu
 ",https://bizweb.dktcdn.net/100/229/172/products/bo-ng-co-i-lo-ng-vu.jpg?v=1617810984917
Ổ Cào Móng Hình Tròn Cho Mèo,55.000₫,"THÔNG TIN CHI TIẾT
 Sản phẩm  Ổ cào móng hình tròn cho mèo
 Công dụng
   - Xả stress cho các boss mỗi ngày
 - Giúp mèo giải trí bớt nhàm chán khi ở nhà một mình 
 - Giúp bảo vệ và mài mòn móng, giảm độ sắc nhọn 
 Trọng lượng   300g
 Chất liệu  Carton cao cấp
MÔ TẢ SẢN PHẨM
Ổ cào móng hình tròn cho mèo là trợ thủ đắc lực giúp mèo cào móng xả stress và hạn chế chúng cào đồ vật trong nhà như ghế sofa, dép,...
Ổ cào móng hình tròn cho mèo làm bằng carton, mềm mại và an toàn không sợ Boss bị tổn thương. Đây đảm bảo sẽ là đồ vật hữu dụng trong nhà cho các boss! Bạn có thể rắc catnip vào ổ cào móng, sau đó nâng cao bàn chân trước của mèo vào cào để chúng quen dần.
Ổ cào móng hình tròn cho mèo có ông dụng:
- Xả stress cho các boss mỗi ngày
- Giúp mèo giải trí bớt nhàm chán khi ở nhà một mình 
- Giúp bảo vệ và mài mòn móng, giảm độ sắc nhọn 
Hình dáng: Hình tròn
Trọng lượng: 300g
 ",https://bizweb.dktcdn.net/100/229/172/products/o-ca-o-mo-ng-hi-nh-tro-n-cho-me-o.jpg?v=1683875295747
Chuông Huấn Luyện Chó Mèo,40.000₫,"Chuông huấn luyện chó mèo kì diệu sẽ giúp bạn rèn luyện thói quen giờ giấc cho thú cưng. Mỗi lần bạn cho bé thì bạn bấm chuông và làm hành động lặp đi lặp lại sẽ tạo thành một phản xạ có điều kiện rồi khi nghe thấy chuông chúng sẽ biết để thực hiện như một thói quen.
Làm cách nào để có thể huấn luyện thú cưng sử dụng Chuông huấn luyện chó mèo:
- Đầu tiên hay để tay các bé lên chiếc chuông để tạo ra tiếng động.
- Tập cho thú cưng làm hành động mà bạn muốn như: đứng lên, ngồi xuống,...
- Tặng một món thưởng nào đó mà bé cực thích, cứ liên tục như thế lâu dần sẽ tạo cho các bé phản xạ có điều kiện và sẽ luôn nghe lời khi bấm chuông.
Chuông huấn luyện chó mèo được làm từ thép không gỉ, có chân nhựa bao quanh cùng thiết kế bắt mắt chắc chắn sẽ khiến bạn bị thu hút.
Kích cỡ sản phẩm: 7.2*5cm.",https://bizweb.dktcdn.net/100/229/172/products/chuong-huan-luyen-2.jpg?v=1572975014680
Kính Thời Trang Cho Mèo,35.000₫,"Cũng giống như con người, những người bạn bốn chân của chúng ta cũng có nhu cầu mặc quần áo và bảo vệ cơ thể mỗi khi ra ngoài. Và mắt kính, kính mát là một trong những phụ kiện bảo vệ quan trọng đối với các bé..
Kính mát giúp bảo vệ mắt các bé trước tia cực tím và những tia có hại, khói bụi và mảnh vỡ, ngoài ra, kính mát còn có tác dụng cải thiện tầm nhìn xa. Bên cạnh những lý do trên thì lý do về thời trang cũng góp phần quan trọng không kém.
Được làm bằng chất liệu nhựa dẻo an toàn, không gây hại cho các bé
Kính thời trang cho mèo có cấu tạo khớp dẻo, dễ dàng gấp đôi lại
Dây đeo đàn hồi thích hợp với hầu hết các bé 
Mặt kính trong suốt, bền, thời gian sử dụng lâu
Kính thời trang cho mèo
Chiều rộng : 8.5 cm
 ",https://bizweb.dktcdn.net/100/229/172/products/kinh-cho-meo-4.jpg?v=1552285229980
Đồ Chơi Chút Chít Cho Chó Hình Đôi Môi,25.000₫,"- Đồ chơi chút chít cho chó hình đôi môi có nhiều màu sắc, là đồ chơi tiện lợi an toàn, phát ra âm thanh hấp dẫn, giúp cho thú cưng nhai cắn để không cắn đồ của nhà như giầy dép…..
- Đồ chơi chút chít cho chó hình đôi môi Tăng cường khả năng vận động hoạt bát của thú cưng. 
- Chất liệu nhựa dẻo mềm, sờ êm, gây kích thích và hưng phấn cho chó mèo tham gia hoạt động và an toàn cho người, thú cưng.
Kích cỡ: 9*8cm",https://bizweb.dktcdn.net/100/229/172/products/do-choi-hinh-moi-2.jpg?v=1572973682090
